"semel_city","city","county","napa","semel_napa","ezor","semel_ezor","שם.ישוב","בזב","מצביעים","פסולים","כשרים","אמת","ג","ודעם","ז","זך","זץ","טב","י","יז","ינ","יף","יק","יר","כ","כן","ל","מחל","נ","נז","ני","נץ","נק","פה","ףז","ץ","ק","קי","קך","קץ","שס"
282,"שבי ציון","הצפון","עכו",24,"עכו",5,"שבי ציון",880,612,0,612,66,1,2,0,0,0,26,0,0,0,0,0,0,0,0,13,169,1,0,0,0,0,331,0,0,0,0,0,0,3
913,"שבלי - אום אל-גנם","הצפון","יזרעאל",23,"יזרעאל",4,"שבלי  אום אלגנם",4174,2541,14,2527,167,0,2164,0,0,0,6,0,0,5,1,0,0,0,2,15,15,2,2,1,0,3,136,0,0,1,1,0,3,3
1286,"שגב-שלום","הדרום","באר שבע",62,"באר שבע",17,"שגבשלום",5146,3375,28,3347,5,10,3261,0,0,0,1,0,0,4,0,1,0,2,0,1,16,3,2,2,2,2,14,1,5,4,1,2,5,3
721,"שדה אילן","הצפון","כנרת",22,"צפת - כנרת",3,"שדה אילן",382,308,1,307,3,6,0,0,0,0,148,0,0,0,0,0,0,0,0,0,99,0,0,0,3,0,39,0,0,0,0,0,0,9
304,"שדה אליהו","הצפון","יזרעאל",23,"יזרעאל",4,"שדה אליהו",618,380,3,377,10,6,0,1,0,0,201,0,0,0,0,0,0,0,1,0,105,1,0,0,2,0,49,0,0,0,0,0,0,1
861,"שדה אליעזר","הצפון","צפת",21,"צפת - כנרת",3,"שדה אליעזר",626,458,1,457,41,9,1,0,0,0,26,0,0,0,0,0,0,0,0,12,146,3,1,0,0,0,210,0,0,0,0,0,0,8
885,"שדה בוקר","הדרום","באר שבע",62,"באר שבע",17,"שדה בוקר",415,279,0,279,94,0,1,1,0,0,2,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,164,0,0,0,0,0,0,0
36,"שדה דוד","הדרום","אשקלון",61,"אשקלון",16,"שדה דוד",423,333,1,332,14,2,1,0,0,0,10,0,0,0,0,0,0,0,0,3,191,1,0,0,0,0,65,1,0,0,0,0,0,44
284,"שדה ורבורג","המרכז","פתח תקווה",42,"פתח תקווה",10,"שדה ורבורג",998,733,1,732,102,3,8,0,0,0,10,0,0,0,0,0,0,0,0,11,77,0,0,0,0,0,518,0,0,0,0,0,0,3
293,"שדה יואב","הדרום","אשקלון",61,"אשקלון",16,"שדה יואב",387,308,0,308,96,0,4,0,0,0,2,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,184,0,0,0,0,0,0,0
142,"שדה יעקב","הצפון","יזרעאל",23,"יזרעאל",4,"שדה יעקב",628,502,1,501,18,8,0,0,0,0,218,0,0,0,0,0,0,0,0,5,150,0,0,0,4,0,92,0,0,0,0,0,0,6
2008,"שדה יצחק","חיפה","חדרה",32,"חדרה",8,"שדה יצחק",403,280,2,278,23,0,5,0,0,0,2,0,0,0,0,0,0,0,0,7,80,0,0,0,4,0,153,0,0,0,0,0,0,4
18,"שדה משה","הדרום","אשקלון",61,"אשקלון",16,"שדה משה",395,288,0,288,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,92,1,0,0,0,0,169,0,0,0,0,0,0,2
259,"שדה נחום","הצפון","יזרעאל",23,"יזרעאל",4,"שדה נחום",549,400,1,399,48,0,1,1,0,0,5,0,0,0,0,0,0,0,0,8,125,0,0,0,1,0,206,0,1,0,0,0,0,3
329,"שדה נחמיה","הצפון","צפת",21,"צפת - כנרת",3,"שדה נחמיה",756,574,0,574,93,2,3,2,0,0,14,0,0,0,0,0,1,0,0,15,119,0,0,0,3,0,318,0,0,0,0,0,0,4
1058,"שדה ניצן","הדרום","באר שבע",62,"באר שבע",17,"שדה ניצן",364,211,0,211,52,0,5,0,0,0,12,0,0,0,0,0,0,0,0,2,22,0,0,0,2,0,114,0,0,0,0,0,0,2
739,"שדה עוזיהו","הדרום","אשקלון",61,"אשקלון",16,"שדה עוזיהו",990,798,4,794,9,5,0,0,0,0,32,0,0,0,0,0,0,0,0,5,542,0,0,0,7,0,77,0,0,0,0,0,0,117
2049,"שדה צבי","הדרום","באר שבע",62,"באר שבע",17,"שדה צבי",425,336,1,335,25,3,3,0,0,0,17,0,0,0,1,0,0,0,0,3,164,0,0,0,0,0,79,0,0,0,0,0,0,40
327,"שדות ים","חיפה","חדרה",32,"חדרה",8,"שדות ים",714,575,0,575,109,8,4,0,0,0,11,0,0,0,0,0,0,0,0,13,49,0,1,0,2,0,371,0,0,0,0,0,0,7
27,"שדות מיכה","ירושלים","ירושלים",11,"ירושלים",1,"שדות מיכה",267,202,0,202,5,1,0,0,0,0,13,0,0,0,0,0,0,0,0,4,111,0,0,0,1,0,14,0,0,0,0,0,0,53
1223,"שדי אברהם","הדרום","באר שבע",62,"באר שבע",17,"שדי אברהם",251,186,0,186,15,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,25,0,0,0,1,0,120,0,0,0,0,0,0,1
2015,"שדי חמד","המרכז","פתח תקווה",42,"פתח תקווה",10,"שדי חמד",724,559,4,555,75,6,2,0,0,0,13,0,0,0,0,0,0,0,0,16,89,0,0,0,0,0,353,0,0,0,0,0,0,1
2057,"שדי תרומות","הצפון","יזרעאל",23,"יזרעאל",4,"שדי תרומות",369,267,0,267,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,233,0,0,0,1,0,7,0,0,0,0,0,0,16
555,"שדמה","המרכז","רחובות",44,"רחובות",12,"שדמה",381,277,0,277,34,0,8,2,0,0,7,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,195,0,0,0,0,0,0,0
306,"שדמות דבורה","הצפון","כנרת",22,"צפת - כנרת",3,"שדמות דבורה",478,384,1,383,49,0,2,1,0,0,5,0,0,0,0,0,0,0,0,11,40,0,0,0,2,0,271,0,0,0,0,0,0,2
1031,"שדרות","הדרום","אשקלון",61,"אשקלון",16,"שדרות",20663,13513,99,13414,579,222,31,11,0,0,1364,1,0,2,0,2,0,0,2,1386,6861,7,3,0,142,1,1227,13,2,6,3,1,3,1545
741,"שואבה","ירושלים","ירושלים",11,"ירושלים",1,"שואבה",478,357,1,356,57,4,5,0,0,0,4,0,0,0,0,0,0,0,0,8,116,1,0,0,0,0,153,0,2,0,0,0,0,6
761,"שובה","הדרום","באר שבע",62,"באר שבע",17,"שובה",419,340,0,340,1,5,0,0,0,0,63,0,0,0,0,0,0,0,0,0,226,1,0,0,4,0,11,1,0,0,0,0,0,28
394,"שובל","הדרום","באר שבע",62,"באר שבע",17,"שובל",628,452,1,451,157,0,6,1,0,0,1,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,263,1,0,0,0,0,0,0
1304,"שוהם","המרכז","רמלה",43,"רמלה",11,"שוהם",15710,11918,41,11877,894,30,15,17,0,0,1166,0,0,0,0,0,1,0,1,282,3200,4,0,0,30,1,5989,3,0,0,0,0,1,243
614,"שומרה","הצפון","עכו",24,"עכו",5,"שומרה",303,203,1,202,9,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,144,0,0,0,0,0,33,0,0,0,0,0,0,9
1265,"שומרייה","הדרום","באר שבע",62,"באר שבע",17,"שומריה",334,279,0,279,0,59,0,0,0,0,170,0,0,0,0,0,0,0,0,0,36,0,0,0,2,0,4,0,0,0,0,0,0,8
415,"שוקדה","הדרום","באר שבע",62,"באר שבע",17,"שוקדה",262,221,1,220,0,3,0,0,0,0,87,0,0,0,0,0,0,0,0,1,92,0,0,0,3,0,4,0,0,0,0,0,0,30
456,"שורש","ירושלים","ירושלים",11,"ירושלים",1,"שורש",1096,851,3,848,114,2,6,0,0,0,83,0,0,0,0,0,0,0,0,28,183,1,0,0,4,0,424,0,0,0,0,0,0,3
1235,"שורשים","הצפון","עכו",24,"עכו",5,"שורשים",401,283,1,282,37,0,4,0,0,0,10,0,0,0,0,0,0,0,0,8,46,0,0,0,0,0,175,1,0,0,0,0,0,1
224,"שושנת העמקים","המרכז","השרון",41,"השרון",9,"שושנת העמקים",449,319,2,317,24,2,1,0,0,0,6,0,0,0,0,0,0,0,0,7,126,0,0,0,0,0,109,0,0,0,0,0,0,42
527,"שזור","הצפון","עכו",24,"עכו",5,"שזור",279,217,0,217,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,159,1,0,0,2,0,34,0,0,0,0,0,0,12
7,"שחר","הדרום","אשקלון",61,"אשקלון",16,"שחר",521,387,0,387,21,6,0,0,0,0,15,0,0,0,0,0,0,0,0,11,175,1,0,0,2,0,108,0,0,0,0,0,0,48
1266,"שחרות","הדרום","באר שבע",62,"באר שבע",17,"שחרות",130,68,0,68,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,33,1,0,0,0,0,0,0
865,"שיבולים","הדרום","באר שבע",62,"באר שבע",17,"שיבולים",263,204,2,202,5,2,0,0,0,0,28,0,0,0,0,0,0,0,0,3,139,0,0,0,2,0,8,0,0,0,0,0,0,15
658,"שייח' דנון","הצפון","עכו",24,"עכו",5,"שייח דנון",1990,1503,9,1494,34,0,1381,0,0,0,2,0,0,3,0,0,0,1,0,0,2,0,0,0,0,2,61,2,0,1,0,1,1,3
1165,"שילת","המרכז","רמלה",43,"רמלה",11,"שילת",499,401,1,400,72,2,5,0,0,0,15,0,0,0,0,0,0,0,0,10,55,0,0,0,0,0,237,0,0,0,0,0,0,4
1160,"שכניה","הצפון","עכו",24,"עכו",5,"שכניה",616,467,0,467,104,0,4,0,0,0,13,0,0,0,0,0,0,0,0,17,26,4,0,0,0,0,296,0,0,0,0,0,1,2
873,"שלווה","הדרום","אשקלון",61,"אשקלון",16,"שלווה",388,326,2,324,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,3,223,0,0,0,2,0,9,0,0,0,0,0,0,60
439,"שלוחות","הצפון","יזרעאל",23,"יזרעאל",4,"שלוחות",354,258,1,257,9,5,0,0,0,0,128,0,0,0,0,0,0,0,0,0,62,0,0,0,1,0,47,1,0,0,0,0,0,4
812,"שלומי","הצפון","עכו",24,"עכו",5,"שלומי",5217,3496,11,3485,93,22,9,0,0,0,123,1,0,0,0,0,0,0,1,398,1766,0,0,0,16,0,598,0,3,0,0,0,0,455
1364,"שלומית","הדרום","באר שבע",62,"באר שבע",17,"שלומית",130,113,0,113,0,1,0,0,0,0,83,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,1,0,0,0,0,0,0,6
366,"שמיר","הצפון","צפת",21,"צפת - כנרת",3,"שמיר",682,468,0,468,153,0,3,1,0,0,4,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,278,0,0,0,0,0,0,0
432,"שמרת","הצפון","עכו",24,"עכו",5,"שמרת",438,326,0,326,90,1,3,0,0,0,6,0,0,0,0,0,0,0,0,10,41,1,0,0,0,0,172,0,0,0,0,0,0,2
1337,"שמשית","הצפון","יזרעאל",23,"יזרעאל",4,"שמשית",1831,1351,0,1351,222,5,2,0,0,0,36,0,0,0,0,0,0,0,0,24,155,0,0,0,0,0,900,1,1,0,0,0,0,5
1287,"שני","הדרום","באר שבע",62,"באר שבע",17,"שני",466,319,0,319,26,2,0,0,0,0,62,0,1,0,0,0,0,0,0,38,89,0,0,0,10,9,77,1,0,1,0,0,0,3
1132,"שניר","הצפון","צפת",21,"צפת - כנרת",3,"שניר",435,310,3,307,83,0,1,0,0,0,5,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,180,0,0,0,0,0,0,1
538,"שעב","הצפון","עכו",24,"עכו",5,"שעב",4868,3800,13,3787,10,4,3713,0,0,0,2,0,0,4,0,0,1,0,0,1,9,0,0,0,1,2,24,0,0,1,0,1,0,14
4009,"שעל","הצפון","גולן",29,"צפת - כנרת",3,"שעל",218,166,0,166,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,48,0,0,0,0,0,86,0,0,0,0,0,0,6
856,"שעלבים","המרכז","רמלה",43,"רמלה",11,"שעלבים",745,638,0,638,4,50,0,1,0,0,445,0,0,0,0,0,0,0,0,0,98,0,0,0,7,0,11,1,0,0,0,0,0,21
661,"שער אפרים","המרכז","השרון",41,"השרון",9,"שער אפרים",1237,934,0,934,71,6,1,1,0,0,25,0,0,0,0,0,0,0,0,22,382,2,0,0,1,0,373,0,0,1,0,0,0,49
264,"שער הגולן","הצפון","כנרת",22,"צפת - כנרת",3,"שער הגולן",490,365,0,365,106,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,21,0,1,0,1,1,225,0,0,0,0,0,0,1
237,"שער העמקים","חיפה","חיפה",31,"חיפה - כרמל",7,"שער העמקים",554,439,2,437,183,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,1,0,235,0,0,0,0,0,0,1
921,"שער מנשה","חיפה","חדרה",32,"חדרה",8,"שער מנשה",136,11,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3
232,"שפיים","המרכז","השרון",41,"השרון",9,"שפיים",990,757,1,756,213,1,9,0,0,0,4,0,0,0,0,0,0,0,1,10,32,0,0,0,1,0,485,0,0,0,0,0,0,0
692,"שפיר","הדרום","אשקלון",61,"אשקלון",16,"שפיר",534,448,2,446,21,4,2,1,0,0,71,0,0,0,0,0,0,0,0,5,206,1,0,0,0,0,104,0,1,0,0,0,0,30
846,"שפר","הצפון","צפת",21,"צפת - כנרת",3,"שפר",321,227,0,227,13,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,138,1,0,0,2,0,39,0,0,0,0,0,0,19
8800,"שפרעם","הצפון","עכו",24,"עכו",5,"שפרעם",29120,19200,168,19032,247,4,15815,0,1,0,13,1,5,29,1,3,1,3,6,1600,204,5,2,1,4,6,1019,2,4,7,3,4,8,34
3649,"שקד","יהודה והשומרון","יהודה ושומרון",71,"יהודה ושומרון",2,"שקד",578,412,2,410,15,1,0,0,0,0,53,0,0,0,0,0,0,0,0,20,194,2,0,0,7,0,114,0,0,0,0,0,0,4
1233,"שקף","הדרום","אשקלון",61,"אשקלון",16,"שקף",293,239,0,239,47,0,0,1,0,0,7,0,0,0,0,0,0,0,0,4,50,0,0,0,0,0,128,1,0,0,0,0,0,1
292,"שרונה","הצפון","כנרת",22,"צפת - כנרת",3,"שרונה",438,346,1,345,45,1,2,1,0,0,5,0,0,0,0,0,0,0,0,16,45,0,0,0,0,0,227,1,0,0,0,0,0,2
1114,"שריגים (לי-און)","ירושלים","ירושלים",11,"ירושלים",1,"שריגים ליאון",815,569,3,566,145,0,11,0,0,0,12,0,0,0,0,0,0,0,0,13,109,0,0,0,0,0,274,0,0,0,0,0,0,2
126,"שריד","הצפון","יזרעאל",23,"יזרעאל",4,"שריד",754,539,0,539,157,3,4,1,0,0,7,0,0,0,0,0,0,0,0,12,28,1,0,0,0,0,323,1,0,0,0,0,0,2
398,"שרשרת","הדרום","באר שבע",62,"באר שבע",17,"שרשרת",251,202,1,201,1,12,0,0,0,0,16,0,0,0,0,0,0,0,0,3,121,0,0,0,1,0,10,0,0,0,0,0,0,37
1045,"שתולה","הצפון","עכו",24,"עכו",5,"שתולה",230,162,0,162,10,4,2,0,0,0,22,0,0,0,0,0,0,0,0,1,85,0,0,0,1,0,29,0,0,0,0,0,0,8
763,"שתולים","הדרום","אשקלון",61,"אשקלון",16,"שתולים",1413,1068,2,1066,31,7,0,0,0,0,60,0,0,0,0,0,0,0,0,22,598,1,0,0,12,0,273,1,0,0,0,0,0,61
2062,"תאשור","הדרום","באר שבע",62,"באר שבע",17,"תאשור",292,192,1,191,34,1,1,0,0,0,12,0,0,0,0,0,0,0,0,3,63,0,0,0,1,0,67,0,0,0,0,0,0,9
2061,"תדהר","הדרום","באר שבע",62,"באר שבע",17,"תדהר",409,302,0,302,24,0,1,0,0,0,20,0,0,0,0,0,0,0,0,5,172,0,0,0,2,0,60,0,0,0,0,0,0,18
1172,"תובל","הצפון","עכו",24,"עכו",5,"תובל",379,252,0,252,123,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,96,0,0,0,0,0,0,0
1083,"תושייה","הדרום","באר שבע",62,"באר שבע",17,"תושיה",316,254,0,254,0,10,0,1,0,0,135,0,0,0,0,0,0,0,0,1,95,0,0,0,5,0,1,0,0,0,0,0,0,6
163,"תימורים","הדרום","אשקלון",61,"אשקלון",16,"תימורים",625,463,1,462,44,0,4,0,0,0,9,0,0,0,0,0,1,0,1,16,72,1,0,0,1,0,310,0,0,0,0,0,0,3
10,"תירוש","ירושלים","ירושלים",11,"ירושלים",1,"תירוש",331,252,0,252,2,3,0,0,0,0,10,0,0,0,0,0,0,0,0,1,136,0,0,0,1,0,5,0,0,0,0,0,0,94
5000,"תל אביב -יפו","תל אביב","תל אביב",51,"תל אביב - יפו",13,"תל אביב  יפו",434208,268116,1001,267115,38808,2802,11413,319,9,0,5942,12,16,6,6,8,12,15,37,8598,58363,134,29,10,557,16,128637,63,32,33,14,14,31,11179
84,"תל יוסף","הצפון","יזרעאל",23,"יזרעאל",4,"תל יוסף",370,277,0,277,66,0,3,0,0,0,9,0,0,0,0,0,0,0,0,7,9,0,1,0,0,0,180,0,0,0,0,0,0,2
287,"תל יצחק","המרכז","השרון",41,"השרון",9,"תל יצחק",654,528,13,515,77,0,1,0,0,0,11,0,0,0,0,0,0,0,0,10,57,0,0,0,0,0,357,0,0,0,0,0,0,2
154,"תל מונד","המרכז","השרון",41,"השרון",9,"תל מונד",9498,7107,17,7090,446,40,12,5,0,0,352,0,0,0,0,0,0,1,1,173,1950,5,0,0,26,0,3874,2,0,0,0,2,2,199
103,"תל עדשים","הצפון","יזרעאל",23,"יזרעאל",4,"תל עדשים",850,650,0,650,57,8,5,2,0,0,25,0,0,0,0,0,0,0,0,19,161,2,0,0,1,0,370,0,0,0,0,0,0,0
719,"תל קציר","הצפון","כנרת",22,"צפת - כנרת",3,"תל קציר",311,221,1,220,45,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,22,0,0,0,1,0,131,0,0,0,0,0,0,1
1054,"תל שבע","הדרום","באר שבע",62,"באר שבע",17,"תל שבע",9683,5575,44,5531,23,1,5414,0,0,0,2,0,1,6,0,2,0,0,0,1,23,0,1,0,2,1,27,1,0,3,2,9,6,6
1283,"תל תאומים","הצפון","יזרעאל",23,"יזרעאל",4,"תל תאומים",337,253,3,250,1,1,0,0,0,0,28,0,0,0,0,0,0,0,0,1,179,0,0,0,3,0,11,0,0,0,0,0,0,26
1051,"תלמי אליהו","הדרום","באר שבע",62,"באר שבע",17,"תלמי אליהו",217,129,0,129,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,32,0,0,0,0,0,0,15
2003,"תלמי אלעזר","חיפה","חדרה",32,"חדרה",8,"תלמי אלעזר",664,519,1,518,65,2,4,1,0,0,20,0,0,0,0,0,0,0,0,12,111,0,0,0,2,0,298,0,0,1,0,0,0,2
2050,"תלמי ביל""ו","הדרום","באר שבע",62,"באר שבע",17,"תלמי בילו",357,278,0,278,15,3,0,1,0,0,11,0,0,0,0,0,0,0,1,6,186,1,0,0,2,0,37,0,0,0,0,0,0,15
1237,"תלמי יוסף","הדרום","באר שבע",62,"באר שבע",17,"תלמי יוסף",269,156,2,154,25,0,0,0,0,0,10,0,0,0,0,0,1,0,0,7,24,0,0,0,0,0,87,0,0,0,0,0,0,0
727,"תלמי יחיאל","הדרום","אשקלון",61,"אשקלון",16,"תלמי יחיאל",626,469,0,469,22,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,170,0,0,0,2,0,236,0,0,0,0,0,0,15
744,"תלמי יפה","הדרום","אשקלון",61,"אשקלון",16,"תלמי יפה",496,371,0,371,35,0,0,0,0,0,26,0,0,0,0,0,0,0,0,16,107,0,0,0,5,0,180,0,0,0,0,0,0,2
814,"תלמים","הדרום","אשקלון",61,"אשקלון",16,"תלמים",567,448,2,446,2,29,2,1,0,0,35,0,0,0,0,0,0,0,0,0,245,1,0,0,12,0,24,0,0,0,0,0,0,95
1244,"תמרת","הצפון","יזרעאל",23,"יזרעאל",4,"תמרת",1164,894,7,887,165,3,7,0,0,0,10,0,0,0,0,0,0,0,0,12,82,0,0,0,0,0,604,1,1,0,0,0,0,2
2002,"תנובות","המרכז","השרון",41,"השרון",9,"תנובות",601,432,0,432,28,3,0,0,0,0,16,0,0,0,0,0,0,0,0,2,194,0,0,0,2,0,158,0,0,0,1,0,0,28
752,"תעוז","ירושלים","ירושלים",11,"ירושלים",1,"תעוז",430,351,2,349,32,2,1,0,0,0,31,0,0,0,0,0,0,0,0,8,161,2,0,0,2,0,74,0,0,0,0,0,0,36
709,"תפרח","הדרום","באר שבע",62,"באר שבע",17,"תפרח",1011,871,5,866,1,661,0,0,0,0,7,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,9,0,0,0,0,0,0,127
665,"תקומה","הדרום","באר שבע",62,"באר שבע",17,"תקומה",488,416,2,414,5,5,0,0,0,0,163,0,0,0,0,0,0,0,0,1,161,1,0,0,2,1,63,0,0,0,0,0,0,12
970,"תראבין א-צאנע (שבט)","הדרום","באר שבע",62,"באר שבע",17,"תראבין אצאנע שבט",520,48,0,48,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1346,"תרבין א-צאנע (יישוב)*","הדרום","באר שבע",62,"באר שבע",17,"תראבין אצאנעישוב",587,206,0,206,0,0,160,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,1,0,0,0,2,1,0,1,0,0,0,0
778,"תרום","ירושלים","ירושלים",11,"ירושלים",1,"תרום",576,472,1,471,9,7,0,0,0,0,85,0,0,0,0,0,0,0,0,1,254,1,0,0,2,0,65,0,0,0,0,0,0,47
3400,"חברון","יהודה והשומרון","יהודה ושומרון",71,"יהודה ושומרון",2,"חברון",297,216,1,215,0,21,0,0,0,0,98,0,0,0,0,0,0,0,0,1,45,0,0,0,39,0,2,0,0,0,0,0,2,7
9999,"מעטפות","מעטפות","מעטפות",99,"מעטפות",18,"מעטפות חיצוניות",0,330209,2507,327702,24137,13387,18077,623,18,0,27357,21,57,36,11,27,25,59,58,12815,107049,266,66,37,1702,46,97828,441,55,79,27,47,87,23264
482,"בועיינה-נוג'ידאת","הצפון","יזרעאל",23,"יזרעאל",4,"בועיינהנוגידאת",6562,4323,26,4297,114,1,4007,0,0,0,5,0,0,3,1,0,0,0,0,0,26,1,0,0,1,2,118,2,0,2,1,1,3,9
498,"טורעאן","הצפון","יזרעאל",23,"יזרעאל",4,"טורעאן",9475,6057,28,6029,30,0,5730,1,0,0,1,0,2,4,2,0,2,2,3,22,24,0,3,1,3,0,53,1,1,1,2,1,1,139
499,"יפיע","הצפון","יזרעאל",23,"יזרעאל",4,"יפיע",13182,8705,55,8650,145,0,8211,7,0,0,2,0,0,14,3,0,3,1,0,14,105,1,4,1,1,4,95,1,4,3,2,2,2,25
978,"כעביה-טבאש-חג'אג'רה","הצפון","יזרעאל",23,"יזרעאל",4,"כעביהטבאשחגאגרה",3689,2214,7,2207,227,0,1808,0,0,0,4,0,0,3,0,1,0,0,1,13,60,0,0,0,1,2,78,1,0,1,1,1,1,4
509,"כפר כנא","הצפון","יזרעאל",23,"יזרעאל",4,"כפר כנא",14685,10431,83,10348,296,1,9787,0,0,0,5,0,1,6,0,0,0,0,1,37,73,2,1,1,2,3,65,0,1,0,0,2,2,62
512,"כפר מצר","הצפון","יזרעאל",23,"יזרעאל",4,"כפר מצר",1812,1179,2,1177,38,1,1060,0,0,0,1,0,0,1,0,0,0,1,0,0,7,1,1,0,1,0,20,0,0,0,0,0,1,44
994,"מנשית זבדה","הצפון","יזרעאל",23,"יזרעאל",4,"מנשית זבדה",852,593,1,592,46,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23,0,1,0,0,0,3,0
520,"משהד","הצפון","יזרעאל",23,"יזרעאל",4,"משהד",5592,3790,17,3773,16,0,3697,0,1,0,0,0,0,0,0,0,0,0,1,1,26,1,0,0,0,0,17,0,0,1,2,1,4,5
1061,"נוף הגליל","הצפון","יזרעאל",23,"יזרעאל",4,"נוף הגליל",39579,22433,280,22153,532,550,5473,28,1,0,344,7,3,11,2,2,2,5,13,4455,7448,8,4,2,87,7,2614,6,4,24,3,7,19,492
7300,"נצרת","הצפון","יזרעאל",23,"יזרעאל",4,"נצרת",57757,34849,205,34644,269,6,33145,2,0,0,15,1,1,28,5,4,3,5,12,123,348,4,10,6,13,11,509,2,12,19,11,11,23,46
942,"סואעד (חמרייה)*","הצפון","יזרעאל",23,"יזרעאל",4,"סואעד חמרייה",150,84,2,82,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
528,"עוזייר","הצפון","יזרעאל",23,"יזרעאל",4,"עוזייר",2014,1283,4,1279,36,0,1223,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,8,0,0,1,0,0,0,7
511,"עילוט","הצפון","יזרעאל",23,"יזרעאל",4,"עילוט",5255,3301,20,3281,11,0,3220,0,0,0,3,0,1,1,0,0,1,1,1,0,8,1,0,1,2,7,6,2,1,1,2,4,3,4
532,"עין מאהל","הצפון","יזרעאל",23,"יזרעאל",4,"עין מאהל",9058,6608,33,6575,33,1,6428,0,0,0,7,0,1,9,1,0,1,0,6,1,35,0,1,1,2,7,15,2,2,1,2,0,7,12
539,"רומאנה","הצפון","יזרעאל",23,"יזרעאל",4,"רומאנה",742,584,3,581,44,0,530,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
997,"רומת הייב","הצפון","יזרעאל",23,"יזרעאל",4,"רומת הייב",1368,651,3,648,148,0,373,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,0,0,0,3,85,1,0,0,0,0,1,17
542,"ריינה","הצפון","יזרעאל",23,"יזרעאל",4,"ריינה",11436,7764,58,7706,61,3,7475,0,1,0,7,0,0,3,0,0,0,1,1,20,44,1,1,0,2,4,49,1,0,4,1,1,6,20
2400,"אור יהודה","תל אביב","תל אביב",51,"דן דרום",15,"אור יהודה",26945,18883,149,18734,558,196,16,3,0,0,506,1,2,2,0,2,0,3,2,357,10274,12,3,1,98,0,3228,1,4,1,1,4,3,3456
565,"אזור","תל אביב","תל אביב",51,"דן דרום",15,"אזור",9778,6730,41,6689,339,76,24,2,1,0,231,0,0,0,1,1,0,0,1,317,2750,16,1,0,33,1,2148,1,2,3,0,2,0,739
6100,"בני ברק","תל אביב","תל אביב",51,"דן צפון",14,"בני ברק",111344,85775,929,84846,314,51922,22,15,0,0,1200,4,2,1,0,3,0,4,2,469,4951,7,5,4,366,1,1133,9,6,1,4,3,9,24389
6200,"בת ים","תל אביב","תל אביב",51,"דן דרום",15,"בת ים",124576,65107,492,64615,2195,1032,179,64,6,0,1620,13,5,6,3,9,2,7,17,10877,27650,49,16,8,287,8,14421,14,10,22,4,11,22,6058
6300,"גבעתיים","תל אביב","תל אביב",51,"דן צפון",14,"גבעתיים",48523,33978,117,33861,4963,207,325,36,1,0,1072,0,3,0,1,1,1,1,5,950,6880,18,5,0,67,0,18797,12,2,7,0,11,5,491
6600,"חולון","תל אביב","תל אביב",51,"דן דרום",15,"חולון",158891,101584,518,101066,4606,894,163,92,1,0,2914,19,4,3,1,2,9,9,25,7081,42980,85,23,7,364,9,31303,36,13,23,11,13,31,10345
22,"מקווה ישראל","תל אביב","תל אביב",51,"דן דרום",15,"מקווה ישראל",151,104,0,104,10,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,30,1,0,0,0,0,54,0,0,0,0,0,0,1
